Sta3n|LabChemTestName|LabChemTestSID|Topography|TopographySID|LOINC|Units|Mean|std|Min|Max|Perc_05|Perc_25|Median|Perc_75|Perc_95|Count
659|WBC|1200007298|BLOOD|1200001042|6690-2|K/uL|7.5428|4.5706|0.13|920.0|3.91|5.59|6.97|8.67|12.58|728027
659|WBC|1200007298|WS-BLOOD|1200001675||K/uL|7.5444|1.9539|4.2|10.5|4.76|6.8|7.5|9.3|10.02|9
659|WBC|1200007298|CEREBROSPINAL FLUID|1200001206|806-0|#/cmm|199.0505|2267.0659|0.0|34217.0|0.0|0.0|1.0|4.75|233.7|230
660|WBC|800064782|GALLBLADDER|800281766|6690-2||0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|1
660|WBC|800064782|BRONCHIAL ALVEOLAR LAVAGE|800000018|||553.0||553.0|553.0|553.0|553.0|553.0|553.0|553.0|1
660|WBC|800064782|BRONCHIAL ALVEOLAR LAVAGE|800000018|6690-2||786.4|1303.7585|9.0|3100.0|38.8|158.0|200.0|465.0|2573.0|5
660|WBC|800064782|ABDOMINAL FLUID|800000004|||834.7532|3150.7541|24.0|26500.0|39.5|104.5|193.0|305.0|4163.9|79
660|WBC|800064782|OLECRANON|800078690|||1040.0||1040.0|1040.0|1040.0|1040.0|1040.0|1040.0|1040.0|1
660|WBC|800064782|CYST, NOS|800280389|||76500.0||76500.0|76500.0|76500.0|76500.0|76500.0|76500.0|76500.0|1
660|WBC|800064782|THORAX, MEDIASTINUM AND DIAPHRAGM, NOS|800270445|6690-2||26800.0||26800.0|26800.0|26800.0|26800.0|26800.0|26800.0|26800.0|1
660|WBC|800064782|FOREARM, NOS|800278921|6690-2||6250.0||6250.0|6250.0|6250.0|6250.0|6250.0|6250.0|6250.0|1
660|WBC|800064782|SYNOVIAL FLUID, NOS|800000956|6690-2|#/cmm|15951.3656|30578.2208|0.0|245000.0|69.0|667.5|4750.0|19400.0|62780.0|279
660|WBC|800064782|ABDOMEN, NOS|800273381|||527.3571|1114.3693|48.0|4374.0|77.25|173.25|235.0|290.0|1910.5|14
660|WBC|800064782|ASCITES|800001536|26464-8|#/cmm|152.1667|83.7387|50.0|240.0|52.0|78.5|167.5|221.25|237.5|6
660|WBC|800064782|BILE AND PANCREATIC FLUID|800283427|||7.7||7.7|7.7|7.7|7.7|7.7|7.7|7.7|1
660|WBC|800064782|BLOOD|800000704||K/cmm|8.73|5.9943|2.0|21.0|3.053|6.355|7.4|9.0|17.88|7
660|WBC|800064782|URINARY TRACT, NOS|800194075|6690-2||10.0||10.0|10.0|10.0|10.0|10.0|10.0|10.0|1
660|WBC|800064782|RETROPERITONEUM|800277115|||12700.0||12700.0|12700.0|12700.0|12700.0|12700.0|12700.0|12700.0|1
660|WBC|800064782|RIGHT WRIST|800274114|||4455.0||4455.0|4455.0|4455.0|4455.0|4455.0|4455.0|4455.0|1
660|WBC|800064782|LEFT KNEE|800281853|||37850.0||37850.0|37850.0|37850.0|37850.0|37850.0|37850.0|37850.0|1
660|WBC|800064782|LUMBAR REGION|800271404|||241.0||241.0|241.0|241.0|241.0|241.0|241.0|241.0|1
660|WBC|800064782|STUMP, NOS|800280700|6690-2||741.0||741.0|741.0|741.0|741.0|741.0|741.0|741.0|1
660|WBC|800064782|THORACENTESIS FLUID|800282633|||313.0||313.0|313.0|313.0|313.0|313.0|313.0|313.0|1
660|WBC|800064782|LUMBAR REGION|800271404|6690-2||15200.0||15200.0|15200.0|15200.0|15200.0|15200.0|15200.0|15200.0|1
660|WBC|800064782|PERITONEAL FLUID|800000885|26464-8|#/cmm|2645.2065|7165.5698|6.0|37500.0|30.75|150.0|320.0|1052.0|8820.0|46
660|WBC|800064782|FLUID, NOT OTHERWISE SPECIFIED|800000003|||6125.0||6125.0|6125.0|6125.0|6125.0|6125.0|6125.0|6125.0|1
660|WBC|800064782|SPINE,LUMBAR|800282446|||35.0||35.0|35.0|35.0|35.0|35.0|35.0|35.0|1
660|WBC|800064782|HAND, NOS|800273803|6690-2||552.5|161.9275|438.0|667.0|449.45|495.25|552.5|609.75|655.55|2
660|WBC|800064782|SPINAL ARACHNOID|800238272|6690-2||1.0||1.0|1.0|1.0|1.0|1.0|1.0|1.0|1
660|WBC|800064782|PERITONEUM, NOS|800274524|||83.0||83.0|83.0|83.0|83.0|83.0|83.0|83.0|1
662|WBC|800079116|VENOUS BLOOD|800001110|6690-2||6.3||6.3|6.3|6.3|6.3|6.3|6.3|6.3|1
662|WBC|800079116|PERITONEAL FLUID|800000886||#/cmm|155.0|98.9823|22.0|301.0|46.2|143.0|150.0|159.0|272.6|5
662|WBC|800079116|DIALYSATE FLUID|800001141|6690-2||3156.7966|9766.3546|0.0|82000.0|0.85|10.0|200.0|1400.0|14575.0|118
662|WBC|800079116|PLASMA|800000805|6690-2||6.9|2.3239|1.1|17.0|3.885|5.5|6.45|8.05|10.815|178
662|WBC|800079116|PLEURAL FLUID|800000919|808-6|#/cmm|10340.5285|65563.9532|2.0|1000000.0|80.0|340.0|800.0|1925.0|14976.0|1437
662|WBC|800079116|DIALYSATE FLUID|800001141|6690-2|#/cmm|2486.7308|10699.6125|0.0|91000.0|1.0|11.25|126.0|598.5|8025.0|130
662|WBC|800079116|SERUM|800000771|6690-2||6.78|1.7015|5.0|9.4|5.045|5.375|6.25|7.85|9.355|10
663|WBC|800015485|BLOOD|800000706|6690-2| X10(9)/L|8.8333|2.3714|6.2|10.8|6.53|7.85|9.5|10.15|10.67|3
663|WBC|800015485|SYNOVIAL FLUID|800000958|814-4|/mcL|8016.8947|26435.8536|0.0|211000.0|81.25|246.75|481.0|2318.75|32413.85|114
663|WBC|800015485|BLOOD|800000706|6690-2||10.7394|9.0241|3.1|51.3|5.22|6.5|8.1|10.8|25.56|33
663|WBC|800015485|BAL|800001231||/uL|1086.9444|2366.3037|25.0|10375.0|46.25|310.0|490.0|682.5|3341.25|18
663|WBC|800015485|BODY FLUID|800001196||mcL|34454.3333|10770.9496|26063.0|46600.0|26526.7|28381.5|30700.0|38650.0|45010.0|3
663|WBC|800015485|BLOOD|800000706|6690-2|K/uL|8.3566|50.9764|0.0|49200.0|3.5|5.7|7.4|9.5|15.4|1674304
663|WBC|800015485|BAL|800001231|14810-6|/uL|1013.2304|5045.1475|0.0|147000.0|55.0|167.25|330.0|650.0|2748.4|1070
663|WBC|800015485|OTHER|800001522|||14.7||14.7|14.7|14.7|14.7|14.7|14.7|14.7|1
663|WBC|800015485|PERITONEAL FLUID|800000887||/ul|1542.6765|7085.2166|15.0|41500.0|31.95|92.5|140.0|298.25|2103.05|34
663|WBC|800015485|SPUTUM|800000417|||400.0||400.0|400.0|400.0|400.0|400.0|400.0|400.0|1
663|WBC|800015485|PLEURAL FLUID|800000920|808-6|/uL|4287.1339|18587.8294|3.0|270000.0|70.0|303.25|900.0|2220.0|10447.5|1942
663|WBC|800015485|BLOOD|800000706|6690-2|X10(9)/ML|11.0|4.3841|7.9|14.1|8.21|9.45|11.0|12.55|13.79|2
663|WBC|800015485|SYNOVIAL FLUID|800000958|814-4|/ul|8809.975|23552.5686|0.0|276000.0|44.0|165.0|475.0|5400.0|48600.0|4485
663|WBC|800015485|BODY FLUID|800001196||/uL|7897.5|11154.6095|10.0|15785.0|798.75|3953.75|7897.5|11841.25|14996.25|2
663|WBC|800015485|BODY FLUID|800001196||/mcL|12814.15|19159.5542|100.0|61200.0|204.5|427.25|2412.5|18787.5|45430.0|20
663|WBC|800015485|JP DRAIN|800001123|6743-9||16061.7143|17689.13|630.0|36800.0|645.0|951.0|5300.0|33900.0|36020.0|7
663|WBC|800015485|SYNOVIAL FLUID|800000958|814-4|/mcg|40050.0||40050.0|40050.0|40050.0|40050.0|40050.0|40050.0|40050.0|1
663|WBC|800015485|PLASMA|800000806|||13.9986|6.1082|4.1|30.8|6.48|9.0|13.0|17.5|24.58|73
663|WBC|800015485|ARTERIAL BLOOD|800001041|||11.1||11.1|11.1|11.1|11.1|11.1|11.1|11.1|1
663|WBC|800015485|PERICARDIAL FLUID|800001568|6743-9|K/uL|3083.4545|6304.4853|88.0|30000.0|105.0|316.0|991.5|3450.0|7415.0|22
664|WBC|800087419|PERITONEAL FLUID|800000888|6743-9|/uL|1359.9687|4499.6259|0.0|43375.0|1.0|54.75|209.0|756.75|6095.0|134
664|WBC|800087419|BLOOD|800000707|6690-2|x1000mm3|8.6|2.7731|6.9|11.8|6.92|7.0|7.1|9.45|11.33|3
666|WBC|800062346|BLOOD|800000708|26465-5|K/cmm|8.0501|14.4496|0.132|670.0|3.89|5.6|6.95|8.7|13.0|25820
666|WBC|800062346|CEREBROSPINAL FLUID|800000841|26465-5|#/cmm|6.8429|12.4916|0.0|34.0|0.0|0.0|1.0|6.45|26.77|7
666|WBC|800062346|PERITONEAL FLUID|800000889|810-2|#/cmm|391.7667|204.9338|190.3|600.0|209.77|287.65|385.0|492.5|578.5|3
667|WBC|1000044151|PARACENTESIS FLUID|1000001285|||270.0||270.0|270.0|270.0|270.0|270.0|270.0|270.0|1
667|WBC|1000044151|LEFT PLEURAL|1000000793|808-6|#/cmm|881.36|1707.7004|4.0|8500.0|8.0|60.0|380.0|1025.0|2230.0|25
667|WBC|1000044151|OTHER|1000000939||#/cmm|8801.6094|30103.0827|0.0|214200.0|2.0|41.75|136.5|1027.25|45547.5|64
667|WBC|1000044151|PERICARDIAL FLUID|1000001337||#/cmm|63.0||63.0|63.0|63.0|63.0|63.0|63.0|63.0|1
667|WBC|1000044151|THORACENTESIS|1000000858||#/cmm|3046.6133|16347.9246|4.0|140000.0|18.9|102.5|320.0|1204.0|4490.0|75
667|WBC|1000044151|LEFT PLEURAL|1000000793||#/cmm|8226.9875|48569.8274|0.0|525600.0|19.85|118.75|519.5|1400.0|7067.5|160
667|WBC|1000044151|SYNOVIAL FLUID|1000000828||#/cmm|36096.8346|232856.2628|0.0|2850000.0|16.8|300.0|2020.0|17500.0|81620.0|153
667|WBC|1000044151|BLOOD|1000000601|6690-2|K/cmm   |7.9205|6.8775|0.1|862.2|3.9|5.6|7.0|8.9|14.0|577452
667|WBC|1000044151|BLOOD|1000000601||10E3/mcL|3.9|2.7532|1.1|7.5|1.325|2.225|3.5|5.175|7.035|4
667|WBC|1000044151|PERITONEAL FLUID|1000000765||#/cmm|1543.3|6772.6234|0.0|54200.0|3.0|27.75|82.0|262.5|3157.5|180
667|WBC/HPF (urine)|1000068607|URINE|1000000630|5821-4||14.5|16.2635|3.0|26.0|4.15|8.75|14.5|20.25|24.85|2
668|WBC|800078960|BLOOD*|800001215|26466-3||5.9|0.1414|5.8|6.0|5.81|5.85|5.9|5.95|5.99|2
671|WBC|1000030772|SPUTUM|1000000390|||4.2||4.2|4.2|4.2|4.2|4.2|4.2|4.2|1
671|WBC|1000030772|SEMINAL FLUID|1000000507|812-8||0.1481|1.0138|0.0|9.0|0.0|0.0|0.0|0.0|0.0|81
671|WBC|1000030772|BLOOD|1000000602|6690-2|X(10)3|6.6859|2.3935|0.7|173.3|3.9|5.2|6.4|7.7|10.4|67651
671|WBC|1000030772|SERUM|1000000660|||8.2425|2.8505|4.59|15.5|5.149|5.77|7.5|9.8075|14.0845|28
671|WBC|1000030772|PLASMA|1000000689|||8.2976|4.0992|0.5|39.3|3.699|6.2|7.59|9.2325|14.23|160
671|WBC|1000030772|CEREBROSPINAL FLUID|1000000718|806-0|#/cmm|196.441|3547.2453|0.0|175600.0|0.0|1.0|2.0|10.0|399.65|2608
671|WBC|1000030772|PLEURAL FLUID|1000000794|808-6|#/cmm|3360.9008|16213.9595|0.0|239870.0|42.0|172.0|500.0|1462.5|8985.0|1207
671|WBC|1000030772|MISCELLANEOUS FLUID|1000001081|||10857.5476|28036.2046|0.0|179000.0|1.15|43.0|417.0|6125.0|58872.85|84
671|WBC|1000030772|MISCELLANEOUS FLUID|1000001081||#/cmm|9048.5962|25285.4529|0.0|112000.0|1.65|77.75|460.5|2728.75|70264.4|52
671|WBC|1000030772|PLT CONCENTRATE|1000001105||10.e3/uL|13.75|0.3536|13.5|14.0|13.525|13.625|13.75|13.875|13.975|2
671|WBC|1000030772|WBC CONCENTRATE|1000001108||10.e3/uL|232.8943|221.4484|6.7|637.5|19.318|78.18|153.0|338.35|554.91|7
671|WBC|1000030772|UNKNOWN|1000001367|||0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|1
671|WBC|1000030772|BLOOD, OTHER CELLS|1000000025|||36.7215|73.932|0.3|333.7|3.5|5.97|8.0|10.8|220.0|61
671|WBC|1000030772|SEMINAL FLUID|1000000507|8112-5||0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|1
671|WBC|1000030772|CEREBROSPINAL FLUID|1000000718|26470-5|#/cmm|35.2875|145.7578|0.0|1015.0|0.0|0.0|1.0|8.0|128.05|112
671|WBC|1000030772|SYNOVIAL FLUID|1000000829||#/cmm|17809.4137|32001.3912|0.0|299636.0|52.5|495.0|4200.0|21500.0|74422.0|511
671|WBC|1000030772|SYNOVIAL FLUID|1000000829|26469-7|#/cmm|21683.8971|36970.1829|1.0|161623.0|24.8|291.75|4147.0|30902.5|113478.75|68
671|WBC|1000030772|DRAINAGE|1000001021|805-2||19444.0||19444.0|19444.0|19444.0|19444.0|19444.0|19444.0|19444.0|1
671|WBC|1000030772|BLOOD|1000000602|6690-2|10.e3/uL|8.0877|6.6214|0.0|479.7|3.8|5.7|7.2|9.18|14.4|1977447
671|WBC|1000030772|MISCELLANEOUS FLUID|1000001081|6743-9||3.5|3.5355|1.0|6.0|1.25|2.25|3.5|4.75|5.75|2
671|WBC|1000030772|SEMINAL FLUID|1000000507|10579-1||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|33
671|WBC|1000030772|PERITONEAL FLUID|1000000766|26468-9|#/cmm|522.6667|1977.4034|1.0|18300.0|11.9|40.0|91.0|297.0|1306.2|99
671|WBC|1000030772|PLEURAL FLUID, LEFT|1000082542|||2500.0||2500.0|2500.0|2500.0|2500.0|2500.0|2500.0|2500.0|1
671|ZZZVITAMIN D 25 (081950)|1000012564|SERUM|1000000660|1989-3|34.1|34.1||34.1|34.1|34.1|34.1|34.1|34.1|34.1|1
672|WBC|1200008877|BLOOD|1200001043|6690-2||4.4|3.3941|2.0|6.8|2.24|3.2|4.4|5.6|6.56|2
672|WBC|1200008877|BLOOD|1200001043|6690-2|X10-3|8.3896|6.4524|0.0|1656.0|4.1|6.0|7.4|9.5|15.2|1980672
672|WBC|1200008877|BLOOD|1200001043|6690-2|X10-3/ul|7.9059|4.748|0.0|373.6|4.1|5.7|7.1|8.9|14.0|815342
672|zzzPROTEIN (S-HEM)|1200046503|SERUM|1200001125|2885-2|G/DL|7.2776|1.25|0.0|85.0|5.9|6.8|7.2|7.7|8.7|18619
673|WBC|1200099040|BLOOD|1200001044|6690-2|10E9/L|8.0067|6.2173|0.01|665.6|3.86|5.69|7.16|9.15|14.16|1371812
674|WBC|1000017326|PLEURAL FLUID|1000000795|6690-2|#/cmm|1241.64|1306.5928|42.0|4875.0|47.2|125.0|857.0|1900.0|3844.0|25
674|WBC|1000017326|SYNOVIAL FLUID|1000000830|6690-2|#/cmm|20867.9231|23744.0554|0.0|62500.0|20.4|220.0|15890.0|25400.0|60700.0|13
674|WBC|1000017326|PERITONEAL CAVITY|1000010048|805-2||142.0||142.0|142.0|142.0|142.0|142.0|142.0|142.0|1
674|WBC|1000017326|ANKLE JOINT|1000044144|805-2||2111.0||2111.0|2111.0|2111.0|2111.0|2111.0|2111.0|2111.0|1
674|WBC|1000017326|PERITONEAL FLUID|1000000767|6690-2|#/cmm|1331.0769|2490.3476|3.0|8855.0|14.25|51.5|283.0|630.25|7558.5|26
674|WBC|1000017326|BRONCHIAL WASHING CYTOLOGIC MATERIAL|1000009827|805-2||1454.0|743.8763|928.0|1980.0|980.6|1191.0|1454.0|1717.0|1927.4|2
674|WBC|1000017326|BLOOD|1000000603|6690-2||7.2522|2.3696|2.7|15.2|4.06|5.7|6.8|8.5|11.44|113
674|WBC|1000017326|BLOOD|1000000603|6690-2|K/cmm|7.7695|5.3508|0.1|540.8|4.0|5.7|7.0|8.8|13.2|1646703
674|WBC|1000017326|SERUM|1000000661|6690-2||6.7385|2.1689|3.4|12.4|4.48|5.5|5.9|7.7|9.76|13
674|WBC|1000017326|PLASMA|1000000690|805-2||5.7|0.1414|5.6|5.8|5.61|5.65|5.7|5.75|5.79|2
674|WBC|1000017326|URINE|1000000632|805-2||13.35|8.556|7.3|19.4|7.905|10.325|13.35|16.375|18.795|2
674|WBC|1000017326|WHOLE BLOOD|1000001069|805-2||2.8||2.8|2.8|2.8|2.8|2.8|2.8|2.8|1
674|WBC|1000017326|KNEE|1000009906|||15670.0|15315.9329|4840.0|26500.0|5923.0|10255.0|15670.0|21085.0|25417.0|2
674|WBC|1000017326|JOINT|1000010040|805-2||93460.0||93460.0|93460.0|93460.0|93460.0|93460.0|93460.0|93460.0|1
675|WBC|1200009062|URINE|1200001086|||11.9||11.9|11.9|11.9|11.9|11.9|11.9|11.9|1
675|WBC|1200009062|CEREBROSPINAL FLUID|1200001209||#/cmm|0.6667|0.5774|0.0|1.0|0.1|0.5|1.0|1.0|1.0|3
675|WBC|1200009062|SYNOVIAL FLUID|1200001364||#/cmm|7551.6667|12859.0572|103.0|22400.0|107.9|127.5|152.0|11276.0|20175.2|3
675|WBC|1200009062|BLOOD|1200001045|6690-2|K/cmm|7.1864|4.4051|0.1|463.3|4.0|5.5|6.7|8.2|11.2|804719
675|WBC|1200009062|PLEURAL FLUID|1200001311|807-8|#/cmm|1467.2958|1632.0173|34.0|7450.0|105.0|219.5|1025.0|1948.0|4850.0|71
675|WBC|1200009062|PERITONEAL FLUID|1200001271|809-4|#/cmm|204.4423|445.4616|7.0|5750.0|31.0|64.0|125.0|197.5|523.65|260
675|WBC|1200009062|SYNOVIAL FLUID|1200001364|813-6|#/cmm|8255.3705|13131.4436|4.0|77450.0|34.1|294.5|2719.0|11050.0|29520.5|95
676|WBC|1000012653|CEREBROSPINAL FLUID|1000000720||#/cmm|0.25|0.5|0.0|1.0|0.0|0.0|0.0|0.25|0.85|4
676|WBC|1000012653|CEREBROSPINAL FLUID|1000000720|806-0|#/uL|17.4935|56.453|0.0|385.0|0.0|1.0|2.0|3.3|130.8|77
676|WBC|1000012653|SYNOVIAL FLUID|1000000831|814-4|#/uL|13524.9643|20659.9071|160.0|90780.0|223.9|781.75|4510.5|18572.75|48835.75|28
676|WBC|1000012653|PLEURAL FLUID|1000000796|808-6|#/uL|457.5|488.6108|112.0|803.0|146.55|284.75|457.5|630.25|768.45|2
678|WBC|800066146|JOINT OF HAND|800091728|6690-2||16560.0||16560.0|16560.0|16560.0|16560.0|16560.0|16560.0|16560.0|1
678|WBC|800066146|PERICARDIAL FLUID|800001572|14811-4|/uL|28040.8889|75366.6944|61.0|228850.0|87.0|931.0|2566.0|4512.0|141390.0|9
678|WBC|800066146|BODY FLUID|800001302|6690-2||56870.0||56870.0|56870.0|56870.0|56870.0|56870.0|56870.0|56870.0|1
678|WBC|800066146|SYNOVIAL FLUID|800000962|814-4|/uL|19853.9357|47660.8708|20.0|655276.0|74.1|447.5|5566.5|24504.75|67284.05|482
678|WBC|800066146|BACK|800023794|6690-2||8.0||8.0|8.0|8.0|8.0|8.0|8.0|8.0|1
678|WBC|800066146|RIGHT THIGH|800283248|||139.0||139.0|139.0|139.0|139.0|139.0|139.0|139.0|1
678|WBC|800066146|GALLBLADDER|800029645|||22023.5|31005.9252|99.0|43948.0|2291.45|11061.25|22023.5|32985.75|41755.55|2
678|WBC|800066146|SYNOVIAL FLUID|800000962|814-4|#/uL|19507.3311|56198.9879|0.0|928339.0|61.0|402.5|3629.5|18532.5|68747.6|942
678|WBC|800066146|PLEURAL FLUID|800000924|808-6|#/uL|8483.5821|49568.1331|1.0|840000.0|40.0|225.75|596.5|1607.5|17366.05|652
678|WBC|800066146|BRONCHIAL WASHING CYTOLOGIC MATERIAL|800026070|14810-6|#/uL|1090.9994|2828.6395|0.0|27280.0|30.0|174.25|398.0|795.5|4362.65|492
678|WBC|800066146|OTHER (SPECIFY SITE)|800001113|||2858.0125|3777.2757|23.0|7966.0|38.4|130.075|221.0|6834.25|7856.8|8
678|WBC|800066146|PERITONEAL CAVITY|800034201|||1132.5|1739.772|19.0|4700.0|38.6|87.75|205.0|1360.5|4078.75|8
678|WBC|800066146|LYMPH NODE OF THORAX|800058753|||198.0||198.0|198.0|198.0|198.0|198.0|198.0|198.0|1
678|WBC|800066146|TRACHEA|800000317|6743-9||19.0||19.0|19.0|19.0|19.0|19.0|19.0|19.0|1
678|WBC|800066146|ABDOMEN, PERITONEUM AND RETROPERITONEUM|800280528|||57613.2222|167092.8016|41.0|503142.0|53.4|111.0|800.0|5481.0|304686.4|9
678|WBC|800066146|SURGICAL SPECIMEN #2|800281027|6690-2||1000.0||1000.0|1000.0|1000.0|1000.0|1000.0|1000.0|1000.0|1
678|WBC|800066146|THORACIC CAVITY|800281681|||1650.0||1650.0|1650.0|1650.0|1650.0|1650.0|1650.0|1650.0|1
678|WBC|800066146|PERICARDIAL ARTERY|800167810|||1228.0||1228.0|1228.0|1228.0|1228.0|1228.0|1228.0|1228.0|1
678|WBC|800066146|GALLBLADDER BILE|800190450|||4364.0||4364.0|4364.0|4364.0|4364.0|4364.0|4364.0|4364.0|1
678|WBC|800066146|BLOOD|800000710||#x1000/uL|10.3556|13.7659|0.2|158.6|1.9|4.9|7.395|10.8925|24.55|522
678|WBC|800066146|CEREBROSPINAL FLUID|800000843|806-0|#/uL|310.2301|2490.5273|0.0|37120.0|0.0|1.0|3.0|17.75|469.85|342
678|WBC|800066146|PELVIC CAVITY|800279906|||462.0||462.0|462.0|462.0|462.0|462.0|462.0|462.0|1
678|WBC|800066146|RIGHT KNEE|800054747|||1000.0||1000.0|1000.0|1000.0|1000.0|1000.0|1000.0|1000.0|1
678|WBC|800066146|CAPD FLUID|800001101|6743-9|#/uL|1343.851|3386.8899|0.0|22200.0|1.51|12.5|70.0|616.5|8250.0|207
678|WBC|800066146|BURSA|800035294|||154220.0|231164.7545|157.0|496000.0|4276.9|20756.5|60361.5|193825.0|435565.0|4
678|WBC|800066146|LEG, ANTERIOR SURFACE|800280430|||160183.0||160183.0|160183.0|160183.0|160183.0|160183.0|160183.0|160183.0|1
678|WBC|800066146|OTHER (SPECIFY SITE)|800001113|6690-2||10563.8|12575.0661|111.0|26300.0|186.8|490.0|3940.0|21978.0|25435.6|5
678|WBC|800066146|ELBOW JOINT|800091960|||38403.0|54001.7449|218.0|76588.0|4036.5|19310.5|38403.0|57495.5|72769.5|2
678|WBC|800066146|FOREARM|800281380|||19869.0||19869.0|19869.0|19869.0|19869.0|19869.0|19869.0|19869.0|1
678|WBC|800066146|PERIRENAL TISSUE|800208016|6690-2||51400.0||51400.0|51400.0|51400.0|51400.0|51400.0|51400.0|51400.0|1
678|WBC|800066146|CAPD FLUID|800001101|6743-9|/uL|1103.8846|2632.9875|8.0|13727.0|15.4|59.5|157.0|546.5|6508.4|52
678|WBC|800066146|RENAL CYTOLOGY, RIGHT|800026911|||53640.0||53640.0|53640.0|53640.0|53640.0|53640.0|53640.0|53640.0|1
678|WBC|800066146|HIP JOINT|800095746|||159.0||159.0|159.0|159.0|159.0|159.0|159.0|159.0|1
678|WBC|800066146|ABDOMEN, PERITONEUM AND RETROPERITONEUM|800280528|6690-2||164.5|161.9275|50.0|279.0|61.45|107.25|164.5|221.75|267.55|2
678|WBC|800066146|SERUM|800000776|||7.9674|3.5503|2.9|18.2|3.71|6.14|6.9|9.25|13.61|19
678|WBC|800066146|SHOULDER|800283043|||51814.0|51949.721|15080.0|88548.0|18753.4|33447.0|51814.0|70181.0|84874.6|2
678|WBC|800066146|JACKSON-PRATT DRAINAGE|800001126|||20523.0|5972.2239|16300.0|24746.0|16722.3|18411.5|20523.0|22634.5|24323.7|2
678|WBC|800066146|PLEURAL CAVITY|800034939|||352.0|160.0604|180.0|560.0|196.95|264.75|334.0|421.25|532.25|4
678|WBC|800066146|BRONCHIAL MUCUS|800146714|||482.0||482.0|482.0|482.0|482.0|482.0|482.0|482.0|1
678|WBC|800066146|BILIARY TRACT|800184332|||1236.0|1600.8898|104.0|2368.0|217.2|670.0|1236.0|1802.0|2254.8|2
678|WBC|800066146|KIDNEY|800027977|||194420.0||194420.0|194420.0|194420.0|194420.0|194420.0|194420.0|194420.0|1
678|WBC|800066146|PLASMA|800000810|||13.8|12.8693|4.7|22.9|5.61|9.25|13.8|18.35|21.99|2
678|WBC|800066146|PERITONEAL FLUID|800000891|810-2|/uL|1920.1498|9433.0289|8.0|133144.0|38.0|89.0|188.0|498.0|8396.0|321
678|WBC|800066146|ABDOMINAL WALL|800280118|||84476.8|176246.7261|104.0|399429.0|114.0|154.0|3220.0|19477.0|323438.6|5
678|WBC|800066146|BRONCHIOLE OF RIGHT UPPER LOBE|800136887|6690-2||185.0||185.0|185.0|185.0|185.0|185.0|185.0|185.0|1
678|WBC|800066146|LIVER|800028208|||72089.0|55788.9939|18550.0|161146.0|21680.0|34200.0|62938.0|83611.0|145639.0|5
678|WBC|800066146|LUMBAR REGION|800283056|||141452.3333|244693.4883|55.0|424000.0|79.7|178.5|302.0|212151.0|381630.2|3
678|WBC|800066146|SERUM|800000776|6690-2||8.21||8.21|8.21|8.21|8.21|8.21|8.21|8.21|1
678|WBC|800066146|LUMBAR SPINAL CORD|800266189|||73.0||73.0|73.0|73.0|73.0|73.0|73.0|73.0|1
678|WBC|800066146|SHOULDER|800283043|6690-2||1400.0||1400.0|1400.0|1400.0|1400.0|1400.0|1400.0|1400.0|1
678|WBC|800066146|CAPD FLUID|800001101|26468-9|#/uL|1407.7969|3934.4143|0.0|23500.0|1.0|7.75|58.5|242.0|9261.0|64
678|WBC|800066146|HIP|800029551|6690-2||27600.0||27600.0|27600.0|27600.0|27600.0|27600.0|27600.0|27600.0|1
678|WBC|800066146|PLEURAL FLUID|800000924|807-8|#/uL|5090.6015|25583.1851|1.0|400000.0|24.0|140.0|517.0|1740.75|13270.0|394
678|WBC|800066146|CEREBROSPINAL FLUID|800000843|805-2|#/uL|252.8857|1447.0846|0.0|18000.0|1.0|1.0|4.0|24.0|518.4|245
678|WBC|800066146|LEG|800281153|6690-2||563.5|589.0199|147.0|980.0|188.65|355.25|563.5|771.75|938.35|2
679|WBC|1200039888|BLOOD|1200001046|6690-2|10*3/uL|6.8369|2.642|0.8|89.9|3.8925|5.3|6.4|7.9|10.9|58046
679|WHOLE BLOOD GLUCOSE|1200047021|WHOLE BLOOD|1200001945|||47.0||47.0|47.0|47.0|47.0|47.0|47.0|47.0|1
688|WBC|1400063208|BLOOD|1400001917|6690-2|K/cmm|7.8948|6.4796|0.0|547.2|3.4|5.3|6.9|9.1|15.0|1345435
688|WBC|1400063208|VARIOUS|1400002506|6690-2|K/cmm|5.6|1.6|4.0|7.2|4.16|4.8|5.6|6.4|7.04|3
688|WBC/HPF (IRIS)|1400041599|URINE|1400001944||/HPF|54.8721|269.9919|0.0|7961.0|0.0|0.0|2.0|15.0|228.0|8007
689|WBC|1400058620|URINE|1400001945|805-2||6.8||6.8|6.8|6.8|6.8|6.8|6.8|6.8|1
689|WBC|1400058620|BLOOD|1400001918|6690-2|K/cmm|8.0975|5.7417|0.0|462.9|4.0|5.8|7.2|9.2|14.4|1482266
689|WBC|1400058620|BURSA|1400049928|||556.0|330.926|322.0|790.0|345.4|439.0|556.0|673.0|766.6|2
689|WBC|1400058620|OLECRANON|1400072391|||2694.0||2694.0|2694.0|2694.0|2694.0|2694.0|2694.0|2694.0|1
